StationName,Date,AvgWindSpeed,PRCP,SNOW,SNWD,TMAX,TMIN,Fog,Heavy Fog,Thunder,Sleet,Hail,Glaze,Dust,Smoke,DrifitngSnow,Tornado,High Winds,Mist,Drizzle,FreezingDrizzle,Rain,FreezingRain,Snow,PrecipOther,GroundFog,FreezingFog
"LOWER ST. ANTHONY FALLS, MN US",1994-06-02,,0,0,0,80,50,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-03,,0,0,0,82,52,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-04,,0,0,0,86,58,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-05,,1.2,0,0,84,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-06,,0.35,0,0,85,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-07,,0,0,0,80,59,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-08,,0.28,0,0,73,47,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-09,,0,0,0,80,55,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-10,,0,0,0,84,54,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-11,,0.1,0,0,81,54,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-12,,0.04,0,0,88,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-13,,0.35,0,0,85,62,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-14,,0,0,0,100,74,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-15,,0,0,0,96,67,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-16,,0,0,0,90,62,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-17,,0,0,0,90,62,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-18,,0.44,0,0,88,68,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-19,,0,0,0,91,77,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-20,,0,0,0,90,69,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-21,,0.64,0,0,89,67,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-22,,0,0,0,88,68,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-23,,0,0,0,82,72,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-24,,0,0,0,88,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-25,,0,0,0,90,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-26,,0,0,0,84,62,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-27,,0,0,0,86,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-28,,0,0,0,88,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-29,,0.08,0,0,82,65,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-06-30,,0,0,0,87,63,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-01,,0,0,0,84,66,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-02,,0,0,0,80,54,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-03,,0,0,0,81,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-04,,0.03,0,0,86,68,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-05,,1.09,0,0,90,68,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-06,,0.13,0,0,89,69,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-07,,0,0,0,88,70,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-08,,0.9,0,0,72,63,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-09,,0,0,0,76,62,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-10,,0,0,0,82,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-11,,0,0,0,90,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-12,,0,0,0,88,65,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-13,,0,0,0,84,62,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-14,,0.1,0,0,83,57,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-15,,0,0,0,83,57,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-16,,0,0,0,84,68,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-17,,0.3,0,0,81,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-18,,0,0,0,84,63,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-19,,0.02,0,0,90,71,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-20,,0.05,0,0,90,62,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-21,,0,0,0,88,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-22,,0.72,0,0,82,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-23,,0,0,0,84,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-24,,0,0,0,82,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-25,,0,0,0,83,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-26,,0,0,0,78,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-27,,0.06,0,0,80,59,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-07-28,,0,0,0,83,63,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-01,,0,0,0,87,68,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-02,,0,0,0,84,68,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-03,,0,0,0,88,69,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-04,,0,0,0,82,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-05,,0,0,0,80,54,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-06,,0,0,0,80,58,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-07,,0,0,0,88,62,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-08,,0,0,0,80,54,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-09,,0,0,0,65,55,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-10,,1.49,0,0,63,55,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-11,,0,0,0,84,58,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-12,,0,0,0,76,65,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-13,,0,0,0,75,66,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-14,,0,0,0,75,53,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-15,,0,0,0,83,56,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-16,,0,0,0,86,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-17,,0,0,0,82,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-18,,0,0,0,88,62,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-19,,0.06,0,0,82,66,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-20,,0,0,0,80,62,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-21,,0,0,0,86,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-22,,0,0,0,85,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-23,,0,0,0,84,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-24,,0.94,0,0,87,65,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-25,,0,0,0,91,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-26,,0.67,0,0,83,64,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-27,,0,0,0,92,70,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-28,,0,0,0,73,55,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-29,,0,0,0,77,58,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-30,,0.33,0,0,69,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-08-31,,0.16,0,0,69,50,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-01,,0,0,0,68,49,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-02,,0,0,0,64,53,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-03,,0.5,0,0,72,52,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-04,,0,0,0,70,58,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-05,,0.4,0,0,74,58,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-06,,0,0,0,81,58,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-07,,0,0,0,85,53,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-08,,0,0,0,89,66,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-09,,0,0,0,89,65,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-10,,0,0,0,89,65,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-11,,0,0,0,88,65,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-12,,0.05,0,0,84,67,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-13,,0.2,0,0,83,72,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-14,,0.8,0,0,88,68,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-15,,0,0,0,86,72,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-16,,0.1,0,0,86,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-17,,0,0,0,80,52,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-18,,0,0,0,88,50,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-19,,0,0,0,88,56,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-20,,0,0,0,80,62,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-21,,0.28,0,0,80,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-22,,0.95,0,0,57,51,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-23,,0.05,0,0,73,53,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-24,,0.25,0,0,74,60,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-25,,0,0,0,72,50,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-26,,0,0,0,51,46,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-27,,0,0,0,62,47,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-28,,0,0,0,62,44,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-29,,0,0,0,80,46,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-09-30,,0,0,0,70,54,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-01,,0,0,0,66,45,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-02,,0,0,0,52,48,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-03,,0.74,0,0,52,46,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-04,,0.7,0,0,56,45,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-05,,0,0,0,69,49,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-06,,0,0,0,74,56,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-07,,1.35,0,0,67,54,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-08,,0,0,0,57,45,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-09,,0,0,0,54,38,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-10,,0,0,0,64,35,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-11,,0,0,0,68,44,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-12,,0,0,0,66,40,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-13,,0,0,0,70,43,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-14,,0,0,0,68,42,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-15,,0,0,0,62,58,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-16,,0.48,0,0,62,56,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-17,,1.92,0,0,70,56,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-18,,0.05,0,0,68,58,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-19,,0,0,0,66,52,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-20,,0,0,0,60,47,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-21,,0,0,0,70,48,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-22,,0.55,0,0,59,48,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-23,,0.08,0,0,50,44,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-24,,0,0,0,42,40,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-25,,0,0,0,43,39,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-26,,0,0,0,53,29,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-27,,0,0,0,70,39,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-28,,0,0,0,62,54,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-29,,0,0,0,60,45,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-30,,0,0,0,59,36,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-10-31,,0,0,0,53,32,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-01,,0,0,0,52,31,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-02,,0,0,0,59,45,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-03,,0,0,0,54,38,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-04,,0,0,0,47,34,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-05,,0,0,0,46,33,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-06,,0,0,0,50,32,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-07,,0,0,0,63,37,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-08,,0,0,0,51,41,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-09,,0,0,0,54,37,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-10,,0,0,0,52,32,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-11,,0,0,0,47,34,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-12,,0,0,0,48,42,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-13,,0.37,0,0,58,46,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-14,,0,0,0,58,40,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-15,,0,0,0,48,24,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-16,,0,0,0,49,28,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-17,,0,0,0,56,41,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-18,,0.02,0,0,45,32,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-19,,0,0,0,43,25,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-20,,0,0,0,45,36,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-21,,0.82,0,0,40,24,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-22,,0.02,0,0,39,20,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-23,,0,0,0,39,19,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-24,,0,0,0,46,19,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-25,,0,0,0,39,24,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-26,,0,0,0,36,18,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-27,,0.14,,,31,25,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-28,,0.74,,,30,23,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-29,,0,0,,24,16,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-11-30,,0,0,,30,18,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-01,,0,,,43,22,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-02,,0,,,43,24,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-03,,0,,,37,30,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-04,,0,,,34,28,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-05,,0,,,33,8,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-06,,0,,,14,3,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-07,,0,,,24,10,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-08,,0.18,,,24,19,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-09,,0,,,27,13,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-10,,0,,,20,2,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-11,,0,,,15,-5,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-12,,0,,,22,8,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-13,,0,,,22,4,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-14,,0,,,25,10,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-15,,0.19,,,33,20,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-16,,0,,,37,20,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-17,,0.2,,,32,20,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-18,,0,,,26,10,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-19,,0,,,34,10,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-20,,0,,,39,24,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-21,,0,,,37,22,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-22,,0,,,38,29,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-23,,0,,,39,20,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-24,,0,,,43,22,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-25,,0,,,43,22,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-26,,0,,,43,25,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-27,,0,,,45,26,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-28,,0,,,33,28,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-29,,0,,,34,20,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-30,,0,,,37,27,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1994-12-31,,0.06,,,22,14,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-01,,0,,,31,2,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-02,,0,,,18,8,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-03,,0,,,13,-1,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-04,,0,,,-2,-17,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-05,,0,,,20,-6,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-06,,0,,,26,8,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-07,,0,,,8,-8,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-08,,0,,,12,-2,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-09,,0,,,10,0,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-10,,0.15,,,19,0,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-11,,0,,,31,17,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-12,,0,,,34,30,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-13,,0,,,33,23,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-14,,0,,,25,19,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-15,,0,,,26,12,,,,,,,,,,,,,,,,,,,,
"LOWER ST. ANTHONY FALLS, MN US",1995-01-16,,0,,,32,22,,,,,,,,,,,,,,,,,,,,
